full_name,pdes,name,H,diameter,albedo,om,w,moid,class,rms
 11075 Donhoff (1992 SP26),11075,Donhoff,14.7,7.775,0.042,83.98346040109664,276.2377291083088,.958608,MBA,.46151
 11079 Mitsunori (1993 AJ),11079,Mitsunori,12.9,6.904,0.281,116.7251950149221,287.0039366653298,1.15791,MBA,.44283
 11082 Spilliaert (1993 JW),11082,Spilliaert,12.7,15.375,0.070,68.40592355046067,160.223145133318,2.02618,OMB,.46417
 11083 Caracas (1993 RZ6),11083,Caracas,14.6,3.699,0.256,354.2943251527284,65.86028390168669,1.12418,MBA,.50728
 11085 Isala (1993 SS6),11085,Isala,14.1,3.823,0.277,259.3294139997959,259.4269292774616,1.04072,MBA,.54918
 11086 Nagatayuji (1993 TC1),11086,Nagatayuji,13.7,5.911,0.161,40.11776323182215,350.56379274377,.903554,MBA,.48831
 11090 Popelin (1994 CT12),11090,Popelin,13.7,5.106,0.170,125.6253356418713,293.0616282416113,1.24931,MBA,.52946
 11091 Thelonious (1994 DP),11091,Thelonious,14.1,8.205,0.060,148.7419974854307,242.4477738756967,1.11689,MBA,.56744
 11094 Cuba (1994 PG17),11094,Cuba,13.4,9.870,0.081,260.9014900903609,33.2656878025352,1.44324,MBA,.51229
 11095 Havana (1994 PJ22),11095,Havana,13.5,10.211,0.081,25.53319347765962,157.9486860323426,1.79022,MBA,.46953
 11099 Sonodamasaki (1995 HL),11099,Sonodamasaki,13.6,9.536,0.039,54.07612781831828,248.686009167182,.861531,MBA,.46816
 11100 Lai (1995 KC),11100,Lai,14.6,3.312,0.167,193.3066049271171,26.08401137858411,1.01281,MBA,.52654
 11101 Ceskafilharmonie (1995 SH),11101,Ceskafilharmonie,13.8,5.367,0.154,188.5541093178495,10.21811544158325,1.38536,MBA,.53488
 11102 Bertorighini (1995 SZ4),11102,Bertorighini,14.3,3.842,0.274,202.9853480403251,166.9021444955003,1.28634,MBA,.51284
 11103 Miekerouppe (1995 SX19),11103,Miekerouppe,13.0,8.561,0.207,184.199944552558,163.6186426304292,1.65171,MBA,.46952
 11104 Airion (1995 TQ),11104,Airion,12.9,7.613,0.278,241.6882235007242,108.6905838147049,1.6408,MBA,.502
 11105 Puchnarova (1995 UR2),11105,Puchnarova,14.3,6.929,0.077,273.5585100394781,97.71628236470723,.996759,MBA,.49803
 11107 Hakkoda (1995 UU4),11107,Hakkoda,12.8,8.860,0.225,230.0666503526762,134.5299192979479,1.67678,MBA,.50075
 11108 Hachimantai (1995 UJ6),11108,Hachimantai,13.3,7.712,0.171,239.1154066409524,108.0143625845956,1.67481,MBA,.51009
 11111 Repunit (1995 WL),11111,Repunit,13.5,5.720,0.236,107.5309861596238,232.2552988108988,1.6493,MBA,.54402
 11112 Cagnoli (1995 WM2),11112,Cagnoli,13.9,8.849,0.062,228.3387504137897,170.8239900057012,1.28764,MBA,.55781
 11115 Kariya (1995 WC7),11115,Kariya,14.0,7.427,0.073,39.18317495500113,27.14304228590569,1.6538,MBA,.54165
 11118 Modra (1996 PK),11118,Modra,14.3,7.158,0.054,7.436309456239017,205.0700050218765,1.1166,MBA,.49084
 11119 Taro (1996 PS9),11119,Taro,13.5,5.554,0.250,205.4575565916909,137.9373039260234,1.20343,MBA,.47083
 11120 Pancaldi (1996 QD1),11120,Pancaldi,14.5,3.093,0.222,238.2538813951172,322.9322255086538,1.09683,MBA,.51075
 11122 Eliscolombini (1996 RQ2),11122,Eliscolombini,14.3,3.289,0.374,313.5017420683795,241.3173523525685,1.0566,MBA,.50182
 11126 Dolecek (1996 TC15),11126,Dolecek,14.2,4.039,0.298,84.785017399,268.7223464975697,1.33154,MBA,.51574
 11128 Ostravia (1996 VP),11128,Ostravia,14.4,4.026,0.250,51.66377657848416,198.1882428466913,.996815,MBA,.49827
 11129 Hayachine (1996 VS5),11129,Hayachine,13.1,6.189,0.350,235.4834202323616,1.106332947011784,1.40539,MBA,.43206
 11132 Horne (1996 WU),11132,Horne,12.7,12.843,0.098,236.8594729193804,296.9818247918476,1.79838,MBA,.47084
 11134 Ceske Budejovice (1996 XO2),11134,Ceske Budejovice,14.2,3.997,0.253,179.7552773568674,126.4314981745365,1.82702,MBA,.52748
 11135 Ryokami (1996 XF3),11135,Ryokami,13.8,5.415,0.166,127.9624451490322,120.705460965138,1.58833,MBA,.52557
 11136 Shirleymarinus (1996 XW12),11136,Shirleymarinus,14.0,3.808,0.403,87.94539807342569,266.8503330376928,1.02517,MBA,.49701
 11137 Yarigatake (1996 XE19),11137,Yarigatake,13.4,12.702,0.057,178.6823122584103,160.9963741518086,1.27794,MBA,.54759
 11138 Hotakadake (1996 XC31),11138,Hotakadake,14.1,4.524,0.238,279.8763309788519,67.17118095542918,1.15598,MBA,.48826
 11142 Facchini (1997 AP17),11142,Facchini,13.8,6.182,0.184,94.96816865510876,195.155454745737,1.79333,MBA,.53657
 11144 Radiocommunicata (1997 CR1),11144,Radiocommunicata,14.2,4.576,0.212,136.6403460703654,269.4994800612049,1.73664,MBA,.55599
 11145 Emanuelli (1997 QH1),11145,Emanuelli,13.8,4.694,0.228,277.0456722094032,350.1435181277915,.878355,MBA,.44926
 11146 Kirigamine (1997 WD3),11146,Kirigamine,12.9,7.239,0.280,82.25428327418915,166.3753106175515,1.77166,MBA,.47969
 11147 Delmas (1997 XT5),11147,Delmas,12.8,14.391,0.085,101.2624440700886,261.5656726575435,1.6847,MBA,.42948
 11148 Einhardress (1997 XO8),11148,Einhardress,14.3,4.161,0.134,97.42888894985262,81.02714404588862,1.1703,MBA,.5451
 11149 Tateshina (1997 XZ9),11149,Tateshina,14.1,3.488,0.438,258.8764717975101,211.3583764687705,1.31832,MBA,.52907
 11150 Bragg (1997 YG1),11150,Bragg,14.4,3.145,0.340,62.06647074333662,53.83761389122773,1.10393,MBA,.52696
 11151 Oodaigahara (1997 YZ2),11151,Oodaigahara,12.4,8.799,0.274,270.0670539998547,164.9565388146101,1.3069,MBA,.42308
 11154 Kobushi (1997 YD10),11154,Kobushi,13.6,5.214,0.163,329.4907847548477,319.2965095241753,1.05087,MBA,.46822
 11155 Kinpu (1997 YW13),11155,Kinpu,13.6,6.782,0.127,258.4753045490169,267.0490838833302,1.04254,MBA,.44873
 11156 Al-Khwarismi (1997 YP14),11156,Al-Khwarismi,13.9,4.743,0.260,330.4057552964542,46.35215048323865,1.68177,MBA,.53315
 11161 Daibosatsu (1998 BA8),11161,Daibosatsu,14.2,3.543,0.294,78.42632118051742,78.15165620729599,1.32068,MBA,.48756
 11163 Milesovka (1998 CR),11163,Milesovka,12.9,9.554,0.161,162.7178867332969,227.8769417639205,1.6066,MBA,.46988
 11166 Anatolefrance (1998 DF34),11166,Anatolefrance,13.6,6.902,0.126,148.6138950779289,200.3608404910801,.950109,MBA,.49122
 11169 Alkon (1998 FW33),11169,Alkon,14.6,4.192,0.175,189.5245367489829,138.3768494386871,.978715,MBA,.55347
 11173 Jayanderson (1998 FA59),11173,Jayanderson,14.8,6.479,0.065,74.73251841183794,281.8363049808209,1.09203,MBA,.53059
 11174 Carandrews (1998 FR67),11174,Carandrews,14.6,3.355,0.143,86.90848261025758,179.0007727658056,.988545,MBA,.51156
 11176 Batth (1998 FD68),11176,Batth,14.3,7.371,0.074,114.8042698437385,118.0081266524204,1.76078,MBA,.54732
 11184 Postma (1998 HJ9),11184,Postma,12.8,15.335,0.069,166.766332798492,204.6964893883781,1.55153,MBA,.4809
 11187 Richoliver (1998 KO4),11187,Richoliver,14.1,3.917,0.317,130.9272504720547,151.135793280755,1.23395,MBA,.51785
 11189 Rabeaton (1998 QQ43),11189,Rabeaton,14.2,3.184,0.210,9.750769778481258,5.685939623396574,.989936,MBA,.47324
 11190 Jennibell (1998 RM52),11190,Jennibell,15.0,2.493,0.216,36.34088958703118,307.9611918873563,.92941,MBA,.49359
 11191 Paskvic (1998 XW16),11191,Paskvic,12.8,7.778,0.260,38.52333216960581,221.9061365742278,1.65609,MBA,.47848
 11193 Merida (1998 XN96),11193,Merida,12.8,13.204,0.059,115.3807717887029,348.311249465411,1.71325,MBA,.50311
 11194 Mirna (1998 YE),11194,Mirna,13.9,4.085,0.350,240.5201609128139,324.6474126607457,1.09694,MBA,.4782
 11195 Woomera (1999 AY22),11195,Woomera,14.2,8.283,0.060,292.0045299090474,202.6952647908302,1.07297,MBA,.45236
 11196 Michanikos (1999 BO9),11196,Michanikos,13.1,13.046,0.057,231.6083076597751,148.3406707619434,1.55347,MBA,.51088
 11197 Beranek (1999 CY25),11197,Beranek,14.4,8.310,0.053,101.7585701378772,173.56164086,1.05354,MBA,.52861
 11202 Teddunham (1999 FA10),11202,Teddunham,12.8,9.896,0.165,328.3830138707779,53.91706589660856,1.43681,MBA,.45762
 11206 Bibee (1999 FR29),11206,Bibee,14.2,6.136,0.073,59.43136368468625,75.01690518665789,1.25103,MBA,.53412
 11207 Black (1999 FQ58),11207,Black,14.5,3.350,0.300,197.5470951001562,340.3989867067622,1.21169,MBA,.47928
 11212 Tebbutt (1999 HS),11212,Tebbutt,14.8,3.283,0.237,79.50523065001381,132.1536336792059,.969973,MBA,.53318
 11216 Billhubbard (1999 JG1),11216,Billhubbard,14.6,3.205,0.299,131.583951604447,272.7798307976624,.907883,MBA,.48131
 11219 Benbohn (1999 JN20),11219,Benbohn,14.6,3.436,0.180,17.5260445719375,190.0366964044436,1.01173,MBA,.5164
 11225 Borden (1999 JD36),11225,Borden,14.4,3.396,0.184,175.130966602635,208.3570488846063,1.10968,MBA,.50166
 11227 Ksenborisova (1999 JR43),11227,Ksenborisova,13.9,2.603,0.947,296.7208709240904,197.71978307799,1.22742,MBA,.47445
 11228 Botnick (1999 JW49),11228,Botnick,14.9,6.222,0.066,124.496055776551,297.8990403383964,.968337,MBA,.5137
 11229 Brookebowers (1999 JX52),11229,Brookebowers,14.4,3.507,0.274,95.04000411181863,260.2134784880031,.897398,MBA,.51509
 11239 Marcgraf (4141 P-L),11239,Marcgraf,13.8,5.349,0.171,215.7908664172693,233.13447282,1.10661,MBA,.45756
 11241 Eckhout (6792 P-L),11241,Eckhout,13.6,6.115,0.143,102.77192145,207.4000627785791,1.73914,MBA,.50435
 11243 de Graauw (2157 T-1),11243,de Graauw,13.6,5.300,0.274,163.0120064276651,248.4245188434691,1.46849,MBA,.49623
 11245 Hansderijk (3100 T-3),11245,Hansderijk,14.9,3.554,0.184,151.0267417507083,82.93235466356323,1.12893,MBA,.5141
 11247 Wilburwright (4280 T-3),11247,Wilburwright,13.4,9.723,0.092,150.8404271919136,195.1362330759459,1.66709,OMB,.48413
 11249 Etna (1971 FD),11249,Etna,12.1,9.967,0.371,3.903183793559763,297.6989474789779,2.2094,OMB,.51572
 11251 Icarion (1973 SN1),11251,Icarion,12.1,22.012,0.058,101.9952439226875,147.812483186278,4.13914,TJN,.64357
 11252 Laertes (1973 SA2),11252,Laertes,10.7,41.093,0.060,78.31397041673,326.224534439364,3.99161,TJN,.5055
 11255 Fujiiekio (1977 DC4),11255,Fujiiekio,13.4,10.236,0.067,94.46268588464321,29.45370424325096,1.65859,MBA,.50112
 11257 Rodionta (1978 TP2),11257,Rodionta,14.6,6.439,0.068,159.8831597971098,246.8246113775979,.97625,MBA,.48814
 11258 Aoyama (1978 VP1),11258,Aoyama,13.6,10.590,0.083,244.1075076096026,168.3520135683657,1.71453,MBA,.51485
 11260 Camargo (1978 VD9),11260,Camargo,14.7,3.327,0.277,34.39536013524815,341.00695088,1.15317,MBA,.48408
 11261 Krisbecker (1978 XK),11261,Krisbecker,13.4,6.373,0.228,139.2638080384442,229.4615340681672,1.5183,MBA,.50683
 11262 Drube (1979 MP3),11262,Drube,15.1,2.759,0.254,222.4356731087248,182.7903506673723,.946959,MBA,.50373
 11263 Pesonen (1979 OA),11263,Pesonen,13.8,10.079,0.056,297.6704164408008,341.8588369473685,.791637,MBA,.45949
 11264 Claudiomaccone (1979 UC4),11264,Claudiomaccone,14.2,3.203,0.432,10.78043345675319,58.91732441116812,1.00127,MBA,.47074
 11265 Hasselmann (1981 EU34),11265,Hasselmann,15.7,1.851,0.325,117.1968690849768,33.76230107613515,1.06861,MBA,.57556
 11266 Macke (1981 ES41),11266,Macke,13.8,7.080,0.112,5.551892464510524,121.4349889152537,1.46217,OMB,.54923
 11267 Donaldkessler (1981 UE28),11267,Donaldkessler,13.9,11.087,0.048,341.8652225163548,355.4346812546547,1.5628,MBA,.49225
 11269 Knyr (1987 QG10),11269,Knyr,14.3,2.853,0.497,120.5247159094306,221.5005867684332,.766965,MBA,.52815
 11277 Ballard (1988 TW2),11277,Ballard,13.2,6.298,0.222,254.5861114648783,43.66841020270388,.86075,MBA,.41122
 11288 Okunohosomichi (1990 XU),11288,Okunohosomichi,12.7,10.630,0.094,131.8261740395819,262.5752182361097,1.69853,MBA,.49052
 11289 Frescobaldi (1991 PA2),11289,Frescobaldi,13.5,8.770,0.121,96.92250443104143,349.5351479389202,1.62769,MBA,.48618
 11292 Bunjisuzuki (1991 RC28),11292,Bunjisuzuki,13.4,6.799,0.200,155.325998560933,53.03858478675103,1.77511,MBA,.49796
 11294 Kazu (1992 CK),11294,Kazu,14.4,3.358,0.188,138.7181862561155,303.3770067765043,.967072,MBA,.48045
 11295 Gustaflarsson (1992 EU28),11295,Gustaflarsson,12.9,12.966,0.093,46.91632351554722,260.7788855383268,1.58854,OMB,.4908
 11296 Denzen (1992 KA),11296,Denzen,13.4,5.701,0.285,206.1465634666907,176.3182671877928,1.27627,MBA,.475
 11298 Gide (1992 RE6),11298,Gide,14.0,4.904,0.222,75.86014418836267,356.0927910129071,1.76063,MBA,.53489
 11299 Annafreud (1992 SA22),11299,Annafreud,13.8,5.078,0.189,29.46545462002036,239.6887274918535,1.58916,MBA,.50996
 11304 Cowra (1993 DJ),11304,Cowra,14.1,2.374,0.718,141.4873181591093,75.17415611306066,.902611,IMB,.35805
 11305 Ahlqvist (1993 FS6),11305,Ahlqvist,14.3,2.518,0.700,61.38341867514256,302.3448792055741,1.11703,MBA,.48605
 11306 Akesson (1993 FF18),11306,Akesson,13.6,8.715,0.093,113.690984811434,159.7655882322665,1.61273,MBA,.5432
 11307 Erikolsson (1993 FA40),11307,Erikolsson,13.4,5.253,0.336,19.35089709530306,29.61153710030773,1.21501,MBA,.45431
 11309 Malus (1993 PC7),11309,Malus,13.0,14.467,0.044,157.1763634690519,244.6867123647467,1.65241,MBA,.52826
 11313 Kugelgen (1994 GE10),11313,Kugelgen,14.2,3.995,0.253,100.5879667106672,332.2438837218427,1.33596,MBA,.49169
 11314 Charcot (1994 NR1),11314,Charcot,12.6,9.633,0.229,132.455897761168,303.2432917307867,1.4914,MBA,.50379
 11315 Salpetriere (1994 NS1),11315,Salpetriere,14.6,3.348,0.274,239.8422833999218,116.3917290911699,1.1204,MBA,.51625
 11316 Fuchitatsuo (1994 TR3),11316,Fuchitatsuo,14.3,3.504,0.361,78.60842586100748,301.6008983427058,.853466,MBA,.53043
 11317 Hitoshi (1994 TX12),11317,Hitoshi,13.6,8.232,0.104,351.0996826644102,324.7553793382537,1.54791,MBA,.52372
 11321 Tosimatumoto (1995 DE1),11321,Tosimatumoto,12.7,9.189,0.191,350.100526776863,305.433797541242,1.76708,MBA,.46436
 11322 Aquamarine (1995 QT),11322,Aquamarine,14.3,3.598,0.343,162.0858442783755,191.5286518091233,1.20339,MBA,.55987
 11323 Nasu (1995 QC2),11323,Nasu,13.5,5.058,0.330,338.4399397081698,329.449928112307,1.14165,MBA,.53166
 11324 Hayamizu (1995 QQ3),11324,Hayamizu,14.2,8.099,0.042,134.0718391591293,231.7904688706772,1.17445,MBA,.52776
 11326 Ladislavschmied (1995 SL),11326,Ladislavschmied,14.4,2.839,0.458,313.2389534653611,87.97546863585673,1.15786,MBA,.45037
 11328 Mariotozzi (1995 UL),11328,Mariotozzi,13.5,9.087,0.085,356.7631270576126,331.4066618796417,1.55198,MBA,.48694
 11332 Jameswatt (1996 GO20),11332,Jameswatt,14.1,4.289,0.264,197.7429461692217,267.7047965295814,1.33286,MBA,.49225
 11333 Forman (1996 HU),11333,Forman,14.6,3.601,0.197,174.763335600065,192.7044150804217,.939261,MBA,.54405
 11335 Santiago (1996 HW23),11335,Santiago,14.8,3.466,0.161,69.47676554069531,65.02864515690666,1.00718,MBA,.5105
 11336 Piranesi (1996 NS3),11336,Piranesi,14.7,3.411,0.241,136.5252415810902,168.1915450164778,1.29577,MBA,.56615
 11337 Sandro (1996 PG1),11337,Sandro,15.3,1.926,0.476,356.4142771161721,297.5035953673129,.925345,MBA,.57886
 11338 Schiele (1996 TL9),11338,Schiele,14.8,6.204,0.060,89.1253149000694,215.6857716201245,.87008,MBA,.54261
 11341 Babbage (1996 XE2),11341,Babbage,13.5,4.404,0.302,75.06168414313025,50.36418739106852,1.27015,MBA,.46302
 11349 Witten (1997 JH16),11349,Witten,15.0,2.866,0.283,202.4121647879469,94.43071719403366,1.07226,MBA,.52067
 11350 Teresa (1997 QN4),11350,Teresa,13.4,5.781,0.253,164.3272907736912,237.4746835992015,1.62167,MBA,.50394
 11351 Leucus (1997 TS25),11351,Leucus,10.9,34.155,0.079,251.0780623816626,160.2327345420703,3.96575,TJN,.50901
 11352 Koldewey (1997 WP22),11352,Koldewey,12.9,12.701,0.063,114.2618964339983,235.7182473720312,1.62169,MBA,.50456
 11353 Guillaume (1997 XX5),11353,Guillaume,13.4,5.627,0.293,235.7203142445283,95.81939643603448,1.61872,MBA,.51618
 11356 Chuckjones (1997 YA),11356,Chuckjones,13.1,8.624,0.180,69.21750828369753,333.4991092763414,1.6951,MBA,.46025
 11359 Piteglio (1998 BP24),11359,Piteglio,14.2,4.698,0.167,307.3834689012241,280.7663374361966,1.06987,MBA,.50375
 11360 Formigine (1998 DL14),11360,Formigine,15.1,2.137,0.322,15.83591771672702,176.3907453501125,1.09493,MBA,.57279
 11361 Orbinskij (1998 DD36),11361,Orbinskij,13.9,4.482,0.259,39.23968008793398,190.5362102351009,.978648,MBA,.42083
 11363 Vives (1998 EB12),11363,Vives,14.1,4.314,0.246,43.98783601506391,320.5579910612137,.829579,MBA,.47269
 11364 Karlstejn (1998 FB3),11364,Karlstejn,14.5,3.162,0.280,105.2120630247275,192.3750934526064,1.18278,MBA,.51806
 11365 NASA (1998 FK126),11365,NASA,13.9,3.844,0.245,231.4986542671232,178.1195186300367,.883303,MBA,.44818
 11369 Brazelton (1998 QE33),11369,Brazelton,14.8,2.823,0.266,227.0703855032069,234.78757782,1.07061,MBA,.53487
 11371 Camley (1998 QO38),11371,Camley,15.2,2.835,0.183,279.4606214632075,334.0565451628265,.983883,MBA,.51886
 11373 Carbonaro (1998 QG49),11373,Carbonaro,15.3,2.233,0.245,32.22084624370547,297.99596942876,.909752,MBA,.50353
 11377 Nye (1998 SH59),11377,Nye,13.3,9.801,0.096,95.43234009904945,18.51502558748345,1.87815,OMB,.52232
 11378 Dauria (1998 SV60),11378,Dauria,14.5,6.814,0.056,143.2927979541339,254.2363228007615,1.08986,MBA,.51734
 11379 Flaubert (1998 SY74),11379,Flaubert,14.2,4.765,0.214,82.77047720289877,221.1926325960274,1.04793,MBA,.53852
 11385 Beauvoir (1998 SP147),11385,Beauvoir,13.1,12.550,0.071,112.7544466818695,147.7518869276281,1.79347,MBA,.48046
 11392 Paulpeeters (1998 WC3),11392,Paulpeeters,14.1,7.834,0.087,114.5084103076464,342.6387209213293,1.68769,MBA,.52471
 11400 Rasa (1999 AT21),11400,Rasa,15.3,2.438,0.326,281.3772507521804,91.6854381102804,.978012,MBA,.54086
 11401 Pierralba (1999 AF25),11401,Pierralba,13.9,3.947,0.315,356.0050455009262,316.2060090468089,.793137,MBA,.44855
 11404 Wittig (1999 BX4),11404,Wittig,13.6,9.778,0.074,16.4268926238847,42.84836636616949,1.72562,MBA,.55681
 11406 Ucciocontin (1999 CY14),11406,Ucciocontin,13.8,5.864,0.107,146.3258722790583,43.24625237605427,1.59716,MBA,.50151
 11408 Zahradnik (1999 EG3),11408,Zahradnik,13.2,10.712,0.097,226.5105027718565,17.75541533888002,1.73651,MBA,.49949
 11409 Horkheimer (1999 FD9),11409,Horkheimer,12.8,15.355,0.053,115.9124512724884,74.97067276835581,1.82279,MBA,.47992
 11413 Catanach (1999 JG21),11413,Catanach,14.4,3.791,0.214,31.87186147997012,1.94665541125744,.981104,MBA,.52726
 11414 Allanchu (1999 JU26),11414,Allanchu,15.3,4.245,0.074,53.16880231606576,237.3429019583075,1.05323,MBA,.52278
 11421 Cardano (1999 LW2),11421,Cardano,12.8,13.701,0.078,125.321660994876,357.2038724787078,1.6895,MBA,.48884
 11422 Alilienthal (1999 LD7),11422,Alilienthal,14.2,3.863,0.297,236.1300841998077,62.6991165902643,1.22505,MBA,.52383
 11423 Cronin (1999 LT24),11423,Cronin,13.8,4.442,0.296,251.4145110664613,124.9476583319783,1.22946,MBA,.50046
 11426 Molster (2527 P-L),11426,Molster,13.4,9.515,0.093,185.7436056186502,212.7343382156162,1.28511,MBA,.52118
 11427 Willemkolff (2611 P-L),11427,Willemkolff,13.0,11.549,0.100,178.6911537795609,131.1003747135698,1.84796,MBA,.45069
 11428 Alcinoos (4139 P-L),11428,Alcinoos,11.1,32.354,0.067,3.325271923903716,55.91774758345799,4.27888,TJN,.53782
 11429 Demodokus (4655 P-L),11429,Demodokus,10.4,37.630,0.086,6.233071438692199,88.40915847740362,4.15843,TJN,.47108
 11431 Karelbosscha (4843 T-1),11431,Karelbosscha,14.4,6.810,0.073,35.69912449131986,167.8932947668783,1.76476,MBA,.52992
 11432 Kerkhoven (1052 T-2),11432,Kerkhoven,14.4,7.702,0.057,2.11712353024822,284.4136797618183,1.68039,MBA,.55194
 11433 Gemmafrisius (3474 T-3),11433,Gemmafrisius,14.4,3.390,0.185,59.63917164167329,141.920419199443,1.03553,MBA,.51841
 11434 Lohnert (1931 TC2),11434,Lohnert,13.3,9.638,0.100,348.6648351196039,341.759453594915,.956923,MBA,.4798
 11438 Zeldovich (1973 QR1),11438,Zeldovich,13.6,5.037,0.304,202.8482639136412,105.198380400865,.757161,MBA,.45762
 11440 Massironi (1975 SC2),11440,Massironi,12.6,12.211,0.142,190.5505289369744,254.1736143304415,2.18888,OMB,.49225
 11441 Anadiego (1975 YD),11441,Anadiego,12.8,6.833,0.287,217.8841416742723,206.1465483003578,.918269,MBA,.44779
 11445 Fedotov (1978 SC7),11445,Fedotov,13.6,4.486,0.319,3.149635334531692,55.3405712787149,1.22257,MBA,.47335
 11446 Betankur (1978 TO8),11446,Betankur,13.1,11.030,0.091,214.0540857690673,161.8672084367608,1.47547,MBA,.53487
 11453 Canada-Assandri (1981 DS1),11453,Canada-Assandri,14.1,4.766,0.195,294.6203487137498,89.94729197638395,1.30871,MBA,.50744
 11454 Mariomelita (1981 DT2),11454,Mariomelita,13.4,5.685,0.287,328.3275502189994,104.3247163851545,1.40717,MBA,.46395
 11455 Richardstarr (1981 EN4),11455,Richardstarr,13.1,5.132,0.558,251.7981808009837,202.1054846499611,1.95996,MBA,.43128
 11456 Cotto-Figueroa (1981 EK9),11456,Cotto-Figueroa,13.8,11.196,0.035,288.2375312367539,29.673321723126,1.80184,MBA,.55076
 11458 Rosemarypike (1981 EV12),11458,Rosemarypike,13.3,7.901,0.215,330.8157092007959,54.57221246479189,1.67096,MBA,.50759
 11461 Wladimirneumann (1981 EM18),11461,Wladimirneumann,14.3,3.480,0.440,337.5247602165259,202.3438482430658,1.05826,MBA,.47977
 11464 Moser (1981 EL28),11464,Moser,14.5,5.422,0.104,157.3627268821506,289.2867965165713,1.20558,MBA,.56716
 11465 Fulvio (1981 EP30),11465,Fulvio,13.1,12.556,0.078,174.0052934591107,203.737127143688,2.01859,MBA,.5145
 11468 Shantanunaidu (1981 EU42),11468,Shantanunaidu,14.3,6.472,0.097,206.3779955107919,153.4230451697866,1.56366,MBA,.53416
 11470 Davidminton (1981 EE47),11470,Davidminton,13.9,4.014,0.209,161.693270665568,214.7999435610325,1.03152,MBA,.4935
 11471 Toshihirabayashi (1981 EH48),11471,Toshihirabayashi,14.6,2.940,0.324,227.2186198890207,236.1144883345993,1.23465,MBA,.53925
 11475 Velinsky (1982 VL),11475,Velinsky,14.0,3.752,0.346,49.26277237108106,66.59643516424835,1.06604,MBA,.52682
 11476 Stefanosimoni (1984 HH1),11476,Stefanosimoni,14.7,2.490,0.342,166.5393560205781,83.87598362332785,.869056,MBA,.51883
 11481 Znannya (1987 WO1),11481,Znannya,13.1,7.154,0.200,234.4219148409817,157.0327016106998,1.48683,MBA,.46627
 11484 Daudet (1988 DF2),11484,Daudet,13.9,3.917,0.381,350.4565640313645,92.39686689977395,1.51917,MBA,.51415
 11485 Zinzendorf (1988 RW3),11485,Zinzendorf,14.0,7.737,0.107,20.90898734229132,295.4582204602328,1.63268,MBA,.53785
 11492 Shimose (1988 VR3),11492,Shimose,14.3,4.290,0.241,183.2486201227569,194.9308501427857,.920316,MBA,.51904
 11494 Hibiki (1988 VM9),11494,Hibiki,14.0,8.857,0.057,27.67061294955459,59.95500196286759,1.04276,MBA,.44651
 11495 Fukunaga (1988 XR),11495,Fukunaga,14.8,2.656,0.330,235.8322399443138,162.2363723416592,.868286,MBA,.51282
 11496 Grass (1989 AG7),11496,Grass,14.0,4.227,0.299,134.30430415,124.2490418612777,1.26719,MBA,.54027
 11498 Julgeerts (1989 GS4),11498,Julgeerts,14.0,5.882,0.154,175.7876987143022,97.1929718583653,1.32991,MBA,.52857
 11500 Tomaiyowit (1989 UR),11500,Tomaiyowit,18.3,0.738,0.142,234.427737387225,289.4574529405982,.0344037,APO,.42669
 11506 Toulouse-Lautrec (1990 ES1),11506,Toulouse-Lautrec,14.5,3.187,0.363,287.8568924520887,352.688955911549,1.18264,MBA,.50443
 11508 Stolte (1990 TF13),11508,Stolte,13.1,6.625,0.278,85.05951854964385,59.58434656282973,1.52611,MBA,.43883
 11509 Thersilochos (1990 VL6),11509,Thersilochos,10.1,49.960,0.065,214.6976961281138,128.2854943105293,3.46803,TJN,.478
 11515 Oshijyo (1991 CR1),11515,Oshijyo,12.5,9.672,0.249,110.8693872459524,306.1240669941276,1.89727,MBA,.46722
 11517 Esteracuna (1991 EA4),11517,Esteracuna,13.4,10.463,0.070,342.1042514703515,119.3840898881878,1.68893,MBA,.50555
 11518 Jung (1991 GB3),11518,Jung,13.2,12.881,0.061,18.57284223038528,169.3435137560435,1.92058,OMB,.51642
 11519 Adler (1991 GZ4),11519,Adler,14.5,2.640,0.305,37.57587694836727,216.8550393491357,1.00205,MBA,.49687
 11521 Erikson (1991 GE9),11521,Erikson,13.4,11.810,0.055,119.2584421131186,321.9850777639033,1.65749,MBA,.49983
 11528 Mie (1991 XH),11528,Mie,12.5,8.392,0.229,133.7805017316352,238.0753224547765,1.22072,MBA,.42539
 11530 d'Indy (1992 CP2),11530,d'Indy,13.7,5.016,0.306,197.486918879453,76.97256427676034,1.74987,MBA,.48525
 11533 Akeback (1992 EG6),11533,Akeback,13.2,7.094,0.221,131.43918710166,132.2271552326322,1.69533,MBA,.51092
 11542 Solikamsk (1992 SU21),11542,Solikamsk,11.5,29.686,0.061,16.75402129182037,49.43327807054044,2.02374,OMB,.47308
 11545 Hashimoto (1992 UE4),11545,Hashimoto,15.0,2.653,0.331,90.64824376126361,314.0609501828747,.817902,MBA,.54539
 11547 Griesser (1992 UP8),11547,Griesser,15.1,2.109,0.397,297.8912431289397,114.1871751591713,.83952,MBA,.50299
 11552 Boucolion (1993 BD4),11552,Boucolion,10.1,51.136,0.062,138.3628248388174,182.1790983950146,3.45453,TJN,.47908
 11553 Scheria (1993 BD6),11553,Scheria,14.3,5.417,0.126,333.7803815996882,331.3302389207875,1.47328,MBA,.55991
