full_name,pdes,name,H,diameter,albedo,om,w,moid,class,rms
  5263 Arrius (1991 GY9),5263,Arrius,11.7,25.615,0.062,226.256534936572,313.6142921336277,2.15124,MBA,.43306
  5264 Telephus (1991 KC),5264,Telephus,9.4,68.472,0.072,121.9017346543738,359.2605766639689,3.64678,TJN,.4645
  5265 Schadow (2570 P-L),5265,Schadow,13.2,10.378,0.094,175.0729810357653,71.38846214968355,1.81104,MBA,.50595
  5266 Rauch (4047 T-2),5266,Rauch,13.6,10.809,0.066,11.51252675749015,117.8840540646015,1.41218,MBA,.43635
  5267 Zegmott (1966 CF),5267,Zegmott,13.4,4.570,0.177,114.1862947455967,42.00265048561075,1.18526,MBA,.46489
  5268 Cernohorsky (1971 US1),5268,Cernohorsky,13.1,8.787,0.144,220.1032233773685,119.5345800581385,1.00302,MBA,.42156
  5271 Kaylamaya (1979 MH7),5271,Kaylamaya,13.6,4.653,0.469,130.8897549038813,54.74278055652819,1.38775,MBA,.48161
  5272 Dickinson (1981 QH2),5272,Dickinson,14.4,3.253,0.265,155.2104317455435,197.963723508064,.782295,MBA,.5291
  5273 Peilisheng (1982 DQ6),5273,Peilisheng,14.0,4.486,0.221,18.20969394634352,69.60907142063913,1.13306,MBA,.45432
  5274 Degewij (1985 RS),5274,Degewij,12.7,15.881,0.070,359.5340701274839,219.0283857826584,1.30683,MBA,.35846
  5276 Gulkis (1987 GK),5276,Gulkis,13.9,9.832,0.060,167.5438929396135,26.89031165636425,1.1452,MBA,.48653
  5277 Brisbane (1988 DO),5277,Brisbane,14.1,3.032,0.366,298.7254283228291,188.0880787893635,.997783,MBA,.49581
  5278 Polly (1988 EJ1),5278,Polly,13.6,4.443,0.356,225.3048228267308,305.5554100562319,1.0366,MBA,.47335
  5279 Arthuradel (1988 LA),5279,Arthuradel,12.6,7.589,0.147,100.9948837288515,193.3431115231914,.749852,MBA,.41761
  5281 Lindstrom (1988 SO1),5281,Lindstrom,11.6,16.985,0.154,121.1936754225072,260.8490603535683,1.6986,MBA,.46207
  5282 Yamatotakeru (1988 VT),5282,Yamatotakeru,13.0,5.945,0.279,226.6955705436035,105.6321155664537,1.42528,MBA,.49985
  5283 Pyrrhus (1989 BW),5283,Pyrrhus,9.7,48.356,0.100,71.14136514695316,356.334983646747,3.43336,TJN,.48017
  5284 Orsilocus (1989 CK2),5284,Orsilocus,10.1,50.159,0.070,102.7465490635454,343.0363919301329,3.80937,TJN,.48572
  5285 Krethon (1989 EO11),5285,Krethon,10.1,49.606,0.079,144.2780442194491,256.5284082386544,4.0127,TJN,.45423
  5286 Haruomukai (1989 VT1),5286,Haruomukai,12.5,9.139,0.254,120.1954288349304,273.3564382029771,1.86493,MBA,.46252
  5287 Heishu (1989 WE),5287,Heishu,12.7,8.250,0.259,151.0969725214181,262.7386991931219,1.14969,MBA,.452
  5288 Nankichi (1989 XD),5288,Nankichi,12.6,8.688,0.257,274.829165840742,179.5144159056608,1.29571,MBA,.42676
  5289 Niemela (1990 KG2),5289,Niemela,12.5,9.860,0.263,189.6995726314526,119.872571373423,1.76687,MBA,.44888
  5290 Langevin (1990 OD4),5290,Langevin,12.4,17.957,0.098,189.0570215541169,161.8915897950716,1.55842,MBA,.43226
  5291 Yuuko (1990 YT),5291,Yuuko,13.4,5.321,0.359,209.4468845684389,350.7077150859286,1.03942,MBA,.49701
  5292 Mackwell (1991 AJ1),5292,Mackwell,12.0,9.435,0.534,94.54786439349068,262.1768752304058,1.2239,MBA,.42306
  5293 Bentengahama (1991 BQ2),5293,Bentengahama,11.7,11.932,0.284,110.849521917573,11.48072558197827,1.39341,MBA,.40823
  5294 Onnetoh (1991 CB),5294,Onnetoh,12.1,12.655,0.210,127.8921425689609,317.1273128072255,1.53666,MBA,.39246
  5295 Masayo (1991 CE),5295,Masayo,11.9,21.045,0.100,82.23767172452956,86.21108316837852,1.88719,MBA,.4565
  5296 Friedrich (9546 P-L),5296,Friedrich,12.3,19.266,0.061,100.1697215629562,133.7696511870966,1.74988,MBA,.4777
  5297 Schinkel (4170 T-2),5297,Schinkel,13.4,5.127,0.226,149.79616822,311.2860823615247,1.00656,MBA,.48401
  5298 Paraskevopoulos (1966 PK),5298,Paraskevopoulos,13.2,9.362,0.127,69.85159360822522,300.3492834624069,1.34443,MBA,.48679
  5299 Bittesini (1969 LB),5299,Bittesini,12.1,17.731,0.089,325.5567931334713,81.51049943484293,1.93409,MBA,.4718
  5300 Sats (1974 SX1),5300,Sats,13.9,3.904,0.384,10.49423573255399,351.026705193891,.905429,MBA,.49683
  5301 Novobranets (1974 SD3),5301,Novobranets,12.1,20.970,0.058,243.8112722998073,131.9051767257669,2.03036,OMB,.45835
  5302 Romanoserra (1976 YF5),5302,Romanoserra,13.9,5.237,0.208,337.3185471034237,48.14147437002866,1.24565,MBA,.48542
  5303 Parijskij (1978 TT2),5303,Parijskij,12.6,8.554,0.265,50.95998565192854,144.3032125951619,1.8239,MBA,.44464
  5304 Bazhenov (1978 TA7),5304,Bazhenov,12.6,18.001,0.065,114.3835967467449,321.8832188580992,1.78275,MBA,.46121
  5305 Bernievolz (1978 VS5),5305,Bernievolz,13.6,5.251,0.307,231.6163018980742,15.0239744027956,1.05055,MBA,.47995
  5306 Fangfen (1980 BB),5306,Fangfen,12.6,8.304,0.279,80.15338024610813,254.2287498318287,1.64157,MBA,.45199
  5308 Hutchison (1981 DC2),5308,Hutchison,13.4,5.713,0.284,224.7127874265868,100.2036502143341,1.13801,MBA,.46074
  5310 Papike (1981 EP26),5310,Papike,14.2,2.985,0.498,171.6738950605574,44.93198049915318,1.18371,MBA,.51164
  5313 Nunes (1982 SC2),5313,Nunes,13.5,5.457,0.284,111.9625247501193,138.1512393400342,.934973,MBA,.47684
  5314 Wilkickia (1982 SG4),5314,Wilkickia,12.1,11.718,0.224,205.6187871743292,251.559691488417,1.77799,MBA,.46648
  5316 Filatov (1982 UB7),5316,Filatov,11.8,45.693,0.019,230.0897757644364,249.9374166156858,2.13673,MBA,.45955
  5317 Verolacqua (1983 CE),5317,Verolacqua,12.2,9.435,0.309,121.9703693354123,61.39813969970299,1.3969,MBA,.46531
  5318 Dientzenhofer (1985 HG1),5318,Dientzenhofer,13.5,6.267,0.215,107.6300194777589,54.6277583984904,.9974,MBA,.49319
  5319 Petrovskaya (1985 RK6),5319,Petrovskaya,13.5,4.911,0.351,200.4644799461231,81.55215083547877,.906751,MBA,.46559
  5320 Lisbeth (1985 VD),5320,Lisbeth,12.6,16.531,0.093,126.727374322489,218.2399536288142,1.65148,MBA,.47846
  5321 Jagras (1985 VN),5321,Jagras,12.6,7.098,0.473,210.114872195097,139.7807229007749,1.02827,MBA,.41584
  5323 Fogh (1986 TL4),5323,Fogh,13.7,5.513,0.146,61.64483881052296,347.6120152155289,.936685,MBA,.49187
  5325 Silver (1988 JQ),5325,Silver,12.4,9.374,0.192,134.8810784213181,120.6210577066666,.916377,MBA,.37558
  5326 Vittoriosacco (1988 RT6),5326,Vittoriosacco,12.8,7.371,0.297,170.6294066190513,124.3016906387135,1.24728,MBA,.43963
  5328 Nisiyamakoiti (1989 UH1),5328,Nisiyamakoiti,13.7,4.478,0.318,217.4848243003324,162.8841861569895,1.07296,MBA,.48795
  5329 Decaro (1989 YP),5329,Decaro,13.0,10.516,0.057,141.9785685816632,256.4020959522251,.961374,MBA,.45192
  5330 Senrikyu (1990 BQ1),5330,Senrikyu,12.3,16.541,0.147,307.6493236103883,20.641525481635,1.3294,MBA,.39947
  5331 Erimomisaki (1990 BT1),5331,Erimomisaki,12.5,9.208,0.202,109.7193685485967,283.0641856575049,.747608,MBA,.45078
  5333 Kanaya (1990 UH),5333,Kanaya,13.1,13.587,0.029,208.3957970170655,308.8099142155003,.97936,MBA,.43475
  5334 Mishima (1991 CF),5334,Mishima,13.1,6.156,0.295,170.4456980108416,55.15540232674083,.982573,MBA,.45221
  5337 Aoki (1991 LD),5337,Aoki,11.7,30.782,0.034,237.7818401820791,4.314399286330691,1.88814,OMB,.45633
  5341 Purgathofer (6040 P-L),5341,Purgathofer,15.0,2.929,0.248,303.0710423797644,57.80822100507888,.725181,MBA,.49375
  5342 Le Poole (3129 T-2),5342,Le Poole,13.8,5.194,0.261,166.3066895953427,107.3135315252633,.925352,MBA,.48054
  5343 Ryzhov (1977 SG3),5343,Ryzhov,13.7,5.131,0.293,65.73221888849287,339.1065646685737,.993342,MBA,.36006
  5344 Ryabov (1978 RN),5344,Ryabov,13.3,10.835,0.070,173.8733540675538,229.1958442128962,1.27096,MBA,.44387
  5345 Boynton (1981 EY8),5345,Boynton,14.0,8.824,0.052,304.0872486198533,74.48539179250797,1.12632,MBA,.55331
  5347 Orestelesca (1985 DX2),5347,Orestelesca,12.5,11.499,0.232,167.476527264549,9.10731671200061,1.89712,MBA,.47931
  5348 Kennoguchi (1988 BB),5348,Kennoguchi,12.7,15.170,0.070,301.4354543526031,175.755813843955,1.32971,MBA,.47598
  5350 Epetersen (1989 GL1),5350,Epetersen,13.3,5.943,0.191,308.2505758034006,328.182690666311,.927342,MBA,.46172
  5351 Diderot (1989 SG5),5351,Diderot,13.1,3.662,0.831,155.3036839267497,65.82125161737497,1.07875,MBA,.47359
  5352 Fujita (1989 YN),5352,Fujita,13.2,4.204,0.691,258.3696158945446,164.2953384715437,1.0138,MBA,.44174
  5354 Hisayo (1990 BJ2),5354,Hisayo,12.0,15.610,0.126,133.1790343020526,65.95648468882918,2.02027,MBA,.46892
  5355 Akihiro (1991 CA),5355,Akihiro,13.1,5.750,0.370,193.0398298174152,13.14716689570244,.919994,MBA,.42833
  5356 Neagari (1991 FF1),5356,Neagari,12.5,9.915,0.232,172.8696909739853,266.6872616816942,1.26711,MBA,.43877
  5357 Sekiguchi (1992 EL),5357,Sekiguchi,11.7,13.948,0.192,301.729566217761,119.0669841852486,1.71616,MBA,.40122
  5359 Markzakharov (1974 QX1),5359,Markzakharov,14.0,4.360,0.233,63.72060842875248,310.6868586703784,.875538,MBA,.45751
  5360 Rozhdestvenskij (1975 VD9),5360,Rozhdestvenskij,11.6,28.062,0.056,17.86005061048322,15.89245251349159,2.1971,OMB,.34992
  5361 Goncharov (1976 YC2),5361,Goncharov,11.6,23.522,0.081,82.31963583689527,128.4878470099848,1.85027,MBA,.44428
  5362 Johnyoung (1978 CH),5362,Johnyoung,11.7,21.882,0.084,135.9952843448257,272.5464929686236,2.31333,OMB,.47004
  5365 Fievez (1981 EN1),5365,Fievez,14.4,2.829,0.420,80.69784187111155,179.3157482149622,.993425,MBA,.48734
  5366 Rhianjones (1981 EY30),5366,Rhianjones,14.0,4.235,0.226,158.3319132230355,171.4118593237094,.769159,MBA,.49751
  5367 Sollenberger (1982 TT),5367,Sollenberger,12.1,13.239,0.123,251.3220963710948,142.2902444863063,1.69469,MBA,.44777
  5368 Vitagliano (1984 SW5),5368,Vitagliano,11.1,34.807,0.058,159.531860421659,338.7784395342628,2.65607,OMB,.47544
  5369 Virgiugum (1985 SE1),5369,Virgiugum,13.9,4.496,0.317,166.7445938155604,181.3363786817244,.736174,MBA,.44033
  5370 Taranis (1986 RA),5370,Taranis,15.1,3.6,0.037,177.8039847376326,161.2647358528406,.216729,AMO,.63521
  5372 Bikki (1987 WS),5372,Bikki,12.1,9.694,0.298,19.38464927639615,293.2765993910648,1.86413,MBA,.48206
  5374 Hokutosei (1989 AM1),5374,Hokutosei,11.4,38.657,0.036,299.8887118592895,250.4487910126136,1.88569,MBA,.44279
  5377 Komori (1991 FM),5377,Komori,13.7,3.871,0.254,337.3081888908114,199.7771781480191,1.05705,MBA,.43649
  5378 Ellyett (1991 GD),5378,Ellyett,13.8,2.957,0.499,249.8455229729718,206.7396113968922,.798954,IMB,.35707
  5379 Abehiroshi (1991 HG),5379,Abehiroshi,12.9,6.254,0.284,34.03512011936726,213.9027542429359,1.25304,MBA,.42657
  5380 Sprigg (1991 JT),5380,Sprigg,13.2,6.606,0.280,242.2982676847687,359.0856270838573,1.02226,MBA,.45915
  5381 Sekhmet (1991 JY),5381,Sekhmet,16.6,0.935,0.507,58.53867711504974,37.42871844716527,.112428,ATE,.37469
  5382 McKay (1991 JR2),5382,McKay,12.6,10.281,0.183,169.0636708022182,10.97929459704236,1.38902,MBA,.44094
  5383 Leavitt (4293 T-2),5383,Leavitt,13.2,7.456,0.220,92.28167377740498,272.1395693386368,1.5909,MBA,.49557
  5384 Changjiangcun (1957 VA),5384,Changjiangcun,14.1,8.242,0.048,48.84999315932907,88.97363145862494,.873223,IMB,.39184
  5385 Kamenka (1975 TS3),5385,Kamenka,12.3,16.768,0.083,41.35570481967759,302.0816966047095,1.44826,MBA,.48282
  5386 Bajaja (1975 TH6),5386,Bajaja,13.1,6.598,0.305,90.82569107686697,198.8557855076974,.917887,MBA,.43356
  5387 Casleo (1980 NB),5387,Casleo,13.4,5.488,0.256,239.0365285345267,31.25663471308007,1.00089,MBA,.4938
  5389 Choikaiyau (1981 UB10),5389,Choikaiyau,13.4,4.482,0.383,46.25148788794006,312.8030766418327,1.0156,MBA,.49989
  5390 Huichiming (1981 YO1),5390,Huichiming,13.6,3.446,1.000,85.62556919590089,322.3632200244719,.82457,IMB,.39254
  5391 Emmons (1985 RE2),5391,Emmons,13.5,5.578,0.298,336.3520553174866,344.7496166432296,.699812,MBA,.48053
  5394 Jurgens (1986 EZ1),5394,Jurgens,13.6,4.902,0.292,294.3039976200812,188.1277156474719,1.00639,MBA,.46972
  5397 Vojislava (1988 VB5),5397,Vojislava,12.7,11.455,0.101,218.4623587335503,138.8958176544764,1.07521,MBA,.46047
  5399 Awa (1989 BT),5399,Awa,12.4,17.410,0.101,270.7251205872925,177.8726035278814,1.29453,MBA,.49841
  5401 Minamioda (1989 EV),5401,Minamioda,12.2,9.560,0.299,46.91205260892229,14.88923962454331,1.38677,MBA,.47503
  5402 Kejosmith (1989 UK2),5402,Kejosmith,13.5,4.191,0.400,237.042118716453,133.3480970649348,.80283,MBA,.41995
  5403 Takachiho (1990 DM),5403,Takachiho,11.7,15.291,0.184,123.4540735228752,43.19765325658977,1.84084,MBA,.4411
  5404 Uemura (1991 EE1),5404,Uemura,13.0,5.664,0.418,14.77236977217444,328.0079924634151,1.10722,MBA,.43746
  5406 Jonjoseph (1991 PH11),5406,Jonjoseph,12.5,16.857,0.075,235.3545947033415,342.2196728938716,1.3449,MBA,.43297
  5409 Saale (1962 SR),5409,Saale,13.0,6.765,0.293,285.1762731523368,59.4084839327286,1.20584,MBA,.4374
  5410 Spivakov (1967 DA),5410,Spivakov,13.6,9.606,0.076,141.2741701957466,339.3361670301032,1.18342,MBA,.51055
  5411 Liia (1973 AT3),5411,Liia,12.3,19.288,0.067,317.7650933022994,225.059345742667,1.9399,MBA,.46735
  5412 Rou (1973 SR3),5412,Rou,14.0,4.883,0.141,26.42763579009159,305.32162549218,.974751,MBA,.47297
  5413 Smyslov (1977 EC2),5413,Smyslov,12.2,17.572,0.059,41.95367038406348,134.9520276930598,1.71031,MBA,.45592
  5414 Sokolov (1977 RW6),5414,Sokolov,12.8,7.643,0.276,23.68932449621208,328.9922184992392,1.63377,MBA,.48301
  5415 Lyanzuridi (1978 TB2),5415,Lyanzuridi,13.5,4.576,0.390,192.2965936396068,244.5378954311081,1.01131,MBA,.4552
  5416 Estremadoyro (1978 VE5),5416,Estremadoyro,12.8,19.006,0.029,66.67423069714035,285.5895993149007,1.14661,MBA,.48196
  5418 Joyce (1981 QG1),5418,Joyce,13.1,14.441,0.064,174.8177540038628,244.2728726123161,1.12087,MBA,.47823
  5419 Benua (1981 SW7),5419,Benua,12.9,13.907,0.083,296.9334228649726,61.61444419333323,1.54769,MBA,.49694
  5420 Jancis (1982 JR1),5420,Jancis,13.7,12.35,0.0731,85.12229449016657,259.3251319167553,1.06524,MBA,.48965
  5421 Ulanova (1982 TD2),5421,Ulanova,13.6,4.249,0.468,271.3788281572972,92.4911808917163,.917374,MBA,.45699
  5422 Hodgkin (1982 YL1),5422,Hodgkin,12.7,16.336,0.066,32.84716770614725,9.167265198413581,1.26138,MBA,.46391
  5423 Horahorejs (1983 DC),5423,Horahorejs,14.1,8.883,0.062,338.3353829778714,138.9179666056745,1.0146,MBA,.47573
  5424 Covington (1983 TN1),5424,Covington,13.2,4.439,0.516,237.8844306845617,152.3880393124033,1.14461,MBA,.45389
  5425 Vojtech (1984 SA1),5425,Vojtech,13.1,7.052,0.246,355.8581997412162,26.23421975859201,1.12841,MBA,.47919
  5426 Sharp (1985 DD),5426,Sharp,13.9,2.033,1.000,88.17205419425591,67.38499520452407,.823675,IMB,.41006
  5427 Jensmartin (1986 JQ),5427,Jensmartin,13.6,3.158,0.788,219.8359861524798,73.45697811881281,.842395,IMB,.4177
  5430 Luu (1988 JA1),5430,Luu,12.8,6.659,0.215,122.9785966959015,122.2663070914668,.904046,MBA,.41347
  5431 Maxinehelin (1988 MB),5431,Maxinehelin,12.9,6.198,0.349,287.6435919045768,100.6938426543952,.894465,MBA,.40481
  5432 Imakiire (1988 VN),5432,Imakiire,13.3,5.957,0.286,95.11903330201136,305.4519391275648,1.31757,MBA,.47201
  5433 Kairen (1988 VZ2),5433,Kairen,12.5,8.513,0.267,269.7578285726697,161.4206018583248,.991942,MBA,.46666
  5434 Tomwhitney (1989 ES),5434,Tomwhitney,12.3,17.226,0.078,172.3911782474775,316.65905079296,1.94544,MBA,.49098
  5435 Kameoka (1990 BS1),5435,Kameoka,11.9,26.301,0.046,109.0868695206958,.9637829408359817,1.78588,MBA,.37749
  5436 Eumelos (1990 DK),5436,Eumelos,10.4,37.696,0.086,253.9705230601533,220.8413642222148,3.82153,TJN,.53913
  5438 Lorre (1990 QJ),5438,Lorre,11.7,28.072,0.056,298.4820341391292,238.450369410028,1.09748,MBA,.37552
  5439 Couturier (1990 RW),5439,Couturier,11.9,22.099,0.076,351.5393457859283,329.7409438166195,2.30936,OMB,.50424
  5440 Terao (1991 HD),5440,Terao,13.4,5.524,0.208,115.5438878854565,149.0308604261033,.84872,MBA,.44837
  5441 Andymurray (1991 JZ1),5441,Andymurray,11.9,15.420,0.205,131.0970740358638,137.6012076625665,1.80209,MBA,.44712
  5442 Drossart (1991 NH1),5442,Drossart,13.0,7.436,0.242,356.2094790497018,346.4471556228561,1.65667,MBA,.47407
  5443 Encrenaz (1991 NX1),5443,Encrenaz,13.3,10.964,0.069,320.2622342038616,232.260506548211,1.22336,MBA,.44589
  5444 Gautier (1991 PM8),5444,Gautier,14.0,4.994,0.253,143.2602143843145,337.3841211409821,1.02632,MBA,.47983
  5445 Williwaw (1991 PA12),5445,Williwaw,12.4,8.797,0.301,259.7489997859232,330.3462470996761,.975463,MBA,.51298
  5446 Heyler (1991 PB13),5446,Heyler,12.3,18.883,0.068,100.538810781558,333.5346414771118,1.80125,OMB,.50586
  5447 Lallement (1991 PO14),5447,Lallement,12.5,11.001,0.175,343.7240960799326,119.3028885536781,1.73959,MBA,.4316
  5448 Siebold (1992 SP),5448,Siebold,12.8,6.406,0.272,321.1611709922327,206.2760977986167,.909366,MBA,.40393
  5450 Sokrates (2780 P-L),5450,Sokrates,12.4,20.526,0.036,145.168058692503,319.0913783706061,1.49201,MBA,.43075
  5451 Plato (4598 P-L),5451,Plato,14.2,8.703,0.053,10.73398898507006,255.3348121679465,1.15969,MBA,.50883
  5453 Zakharchenya (1975 VS5),5453,Zakharchenya,13.8,4.606,0.302,167.0752330947412,245.9139580648072,.923475,MBA,.45511
  5454 Kojiki (1977 EW5),5454,Kojiki,12.6,16.763,0.045,335.9331413340428,89.41099659724789,1.77625,MBA,.48678
  5455 Surkov (1978 RV5),5455,Surkov,13.6,3.962,0.491,2.436962569065532,1.120840035199938,.985439,MBA,.45968
  5456 Merman (1979 HH3),5456,Merman,13.2,4.220,0.626,44.05599356805555,145.0059507867664,1.23781,MBA,.477
  5457 Queen's (1980 TW5),5457,Queen's,12.2,20.553,0.048,269.6796930259027,50.11470208014647,1.98704,MBA,.42284
  5458 Aizman (1980 TB12),5458,Aizman,12.2,18.135,0.060,222.281216089483,129.9519718693678,2.10216,MBA,.44016
  5459 Saraburger (1981 QP3),5459,Saraburger,12.9,6.786,0.319,75.73725171206314,220.3130620595851,1.7226,MBA,.48897
  5460 Tsenaat'a'i (1983 AW),5460,Tsenaat'a'i,14.4,3.458,0.338,193.874358642134,282.4283744428662,.877466,MBA,.46918
  5461 Autumn (1983 HB1),5461,Autumn,11.8,21.485,0.051,111.8394845853362,192.6739859898911,1.6924,MBA,.38637
  5463 Danwelcher (1985 TO),5463,Danwelcher,13.4,5.000,0.371,3.667275653287864,312.9863483851786,.920147,MBA,.45233
  5464 Weller (1985 VC1),5464,Weller,12.5,9.731,0.224,36.35009346636974,356.5172262000122,1.20848,MBA,.4471
  5465 Chumakov (1986 RF13),5465,Chumakov,12.5,7.738,0.355,124.4251410820922,185.9998075005409,1.69898,MBA,.47871
  5466 Makibi (1986 WP8),5466,Makibi,13.0,8.878,0.153,151.1196487832138,334.7773779733478,1.69951,MBA,.49284
  5468 Hamatonbetsu (1988 BK),5468,Hamatonbetsu,12.3,23.936,0.048,135.0185223507163,69.39925253584948,1.26013,MBA,.45068
  5470 Kurtlindstrom (1988 BK5),5470,Kurtlindstrom,13.1,13.801,0.051,304.59544836,149.2057301015209,1.74763,MBA,.53933
  5471 Tunguska (1988 PK1),5471,Tunguska,11.5,15.954,0.191,250.2622066634003,28.40313271725612,1.76521,MBA,.43582
  5473 Yamanashi (1988 VR),5473,Yamanashi,13.1,5.200,0.313,59.62361430534368,326.18224795,1.00642,MBA,.42121
  5474 Gingasen (1988 XE1),5474,Gingasen,13.1,5.046,0.480,246.9673133429766,256.9637446937542,1.24708,MBA,.43697
  5477 Holmes (1989 UH2),5477,Holmes,14.0,3.147,0.310,49.10632684917361,290.3688917351161,.841806,IMB,.34956
  5479 Grahamryder (1989 UT5),5479,Grahamryder,13.3,5.780,0.304,200.5172263140979,125.664705859635,1.03733,MBA,.44827
  5482 Korankei (1990 DX),5482,Korankei,13.3,5.688,0.364,302.7728844822849,297.4438976668998,1.03426,MBA,.48437
  5483 Cherkashin (1990 UQ11),5483,Cherkashin,11.6,17.048,0.350,60.01763464953935,217.127676816303,1.88362,MBA,.45189
  5484 Inoda (1990 VH1),5484,Inoda,12.9,10.394,0.105,48.3784379378063,110.2717165618851,1.10045,MBA,.4374
  5488 Kiyosato (1991 VK5),5488,Kiyosato,11.3,18.819,0.151,96.61086710150073,223.6732978304474,1.80907,MBA,.41915
  5489 Oberkochen (1993 BF2),5489,Oberkochen,11.5,13.104,0.258,102.1651082675585,265.3750802858508,1.19793,MBA,.42383
  5490 Burbidge (2019 P-L),5490,Burbidge,13.9,3.573,0.418,220.63241869088,273.2032289843747,1.0449,MBA,.52629
  5491 Kaulbach (3128 T-1),5491,Kaulbach,14.0,4.288,0.323,332.5744470427934,88.60546806255356,.925294,MBA,.47823
  5492 Thoma (3227 T-1),5492,Thoma,12.3,13.398,0.222,191.1975602208603,192.6555350786838,1.40954,MBA,.4508
  5494 Johanmohr (1933 UM1),5494,Johanmohr,12.7,8.900,0.245,322.5207329443701,61.82390145278636,1.6325,MBA,.46796
  5495 Rumyantsev (1972 RY3),5495,Rumyantsev,11.6,25.518,0.098,32.95330959721781,277.8294354937428,2.25538,OMB,.4422
  5497 Sararussell (1975 SS),5497,Sararussell,12.6,11.286,0.152,195.3500297109754,295.2379176821042,1.86997,MBA,.45839
  5498 Gustafsson (1980 FT3),5498,Gustafsson,14.1,3.455,0.234,210.8246567837394,132.0984215560152,.909852,MBA,.4715
  5500 Twilley (1981 WR),5500,Twilley,13.6,4.483,0.350,112.511976588455,341.1007230110657,1.0928,MBA,.47157
  5502 Brashear (1984 EC),5502,Brashear,13.0,6.465,0.321,352.459114079856,232.3624039977329,1.3515,MBA,.4563
  5504 Lanzerotti (1985 FC2),5504,Lanzerotti,12.6,7.167,0.261,60.18747335287574,133.868959073171,1.43941,MBA,.40677
  5505 Rundetaarn (1986 VD1),5505,Rundetaarn,12.1,22.042,0.049,315.4529381623423,57.44682636914691,1.48662,MBA,.41375
  5506 Artiglio (1987 SV11),5506,Artiglio,13.6,11.410,0.052,18.505352962447,134.8914370415865,.983799,MBA,.44553
  5507 Niijima (1987 UJ),5507,Niijima,13.7,5.522,0.231,337.4548987140807,21.54030740893961,1.22892,MBA,.51291
  5508 Gomyou (1988 EB),5508,Gomyou,12.4,15.358,0.093,36.14191011860949,70.90809538648934,1.23579,MBA,.46129
  5509 Rennsteig (1988 RD3),5509,Rennsteig,14.5,3.094,0.267,189.1593479435574,89.6040389380655,.892847,MBA,.50064
  5511 Cloanthus (1988 TH1),5511,Cloanthus,10.3,39.773,0.093,172.6726664351098,121.3213507544016,3.63038,TJN,.49987
  5514 Karelraska (1989 BN1),5514,Karelraska,13.4,5.229,0.339,149.754555922414,305.2986438213455,1.13696,MBA,.48568
  5515 Naderi (1989 EL1),5515,Naderi,13.0,7.001,0.273,170.9428476404367,46.73939754409421,1.09229,MBA,.48865
  5516 Jawilliamson (1989 JK),5516,Jawilliamson,13.3,11.535,0.072,160.2211788247915,38.11379551630954,1.16471,MBA,.4658
  5517 Johnerogers (1989 LJ),5517,Johnerogers,12.9,6.007,0.371,89.56916454075314,118.7825586300437,1.31211,MBA,.42315
  5518 Mariobotta (1989 YF),5518,Mariobotta,12.9,7.211,0.238,124.6734531584324,140.6180817788608,.845867,MBA,.42731
  5519 Lellouch (1990 QB4),5519,Lellouch,12.4,19.917,0.043,157.3964580008142,288.7184388505654,2.06608,MBA,.46883
  5520 Natori (1990 RB),5520,Natori,12.2,12.347,0.167,292.5774760075114,58.19766980612789,1.6656,MBA,.46474
  5521 Morpurgo (1991 PM1),5521,Morpurgo,12.5,9.953,0.235,90.83301251790671,266.2482509279655,1.10987,MBA,.43983
  5522 De Rop (1991 PJ5),5522,De Rop,13.4,5.379,0.246,291.2216654503944,140.1732480232816,.980535,MBA,.47137
  5523 Luminet (1991 PH8),5523,Luminet,12.9,8.093,0.224,88.0564665386195,169.7293765813902,1.78035,MBA,.483
  5524 Lecacheux (1991 RA30),5524,Lecacheux,12.9,19.902,0.034,108.1873062600843,120.627582311726,1.29653,MBA,.41782
  5526 Kenzo (1991 UP1),5526,Kenzo,12.7,7.437,0.319,224.0781996435537,151.3214217053238,1.22212,MBA,.44868
  5529 Perry (2557 P-L),5529,Perry,14.0,3.580,0.660,14.19497553974032,235.1341842391354,.876698,MBA,.47017
  5530 Eisinga (2835 P-L),5530,Eisinga,13.8,4.720,0.218,16.40055189760587,115.4108804369163,.972639,MBA,.47042
  5532 Ichinohe (1932 CY),5532,Ichinohe,12.6,17.929,0.044,123.8931575451213,66.80686215798573,1.71041,MBA,.47997
  5533 Bagrov (1935 SC),5533,Bagrov,14.0,4.506,0.168,349.0516001175293,18.98059422482703,.821665,MBA,.47029
  5535 Annefrank (1942 EM),5535,Annefrank,13.7,4.8,0.311,120.608050638675,8.942884903798673,1.08551,MBA,.48997
  5537 Sanya (1964 TA2),5537,Sanya,14.1,3.870,0.470,339.6175837629006,5.344454419843798,.894,MBA,.47221
  5539 Limporyen (1965 UA1),5539,Limporyen,13.7,10.362,0.055,295.5132941464451,122.2965047738067,1.06459,MBA,.45503
  5540 Smirnova (1971 QR1),5540,Smirnova,14.2,3.606,0.341,223.0248569184205,124.7015687165575,.785294,MBA,.52308
  5541 Seimei (1976 UH16),5541,Seimei,12.3,13.250,0.145,193.2888498468684,199.0995362289202,1.73345,MBA,.46563
  5542 Moffatt (1978 PT4),5542,Moffatt,12.3,8.597,0.345,116.4988300428988,263.2773112253861,1.24586,MBA,.40268
